URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMorphologyFamilyVS,1.0.0,active,,CRMorphologyFamilyVS,CR - Morphology Family value set,"Value set of morphological family grouping codes derived from the CanReg5 MorphFam.txt lookup file, used in the Sex-Morphology and Topography-Morphology data quality checks.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMorphologyFamilyVS,0.1.0,active,,CRMorphologyFamilyVS,CR - Morphology Family value set,"Value set of morphological family grouping codes derived from the CanReg5 MorphFam.txt lookup file, used in the Sex-Morphology and Topography-Morphology data quality checks.","StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMorphologyGroupVS,1.0.0,active,,CRMorphologyGroupVS,CR - Morphology Group value set,"Value set of morphology group codes used in the Multiple Primary Tester data quality check, derived from the CanReg5 DefaultMultiplePrimaryTester mapping logic.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMorphologyGroupVS,0.1.0,active,,CRMorphologyGroupVS,CR - Morphology Group value set,"Value set of morphology group codes used in the Multiple Primary Tester data quality check, derived from the CanReg5 DefaultMultiplePrimaryTester mapping logic.","StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMorphologyResultVS,1.0.0,active,,CRMorphologyResultVS,CR - Morphology result value set,"Value set of intermediate morphology evaluation result codes used in the Multiple Primary Tester check to determine whether to proceed to topography evaluation.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMorphologyResultVS,0.1.0,active,,CRMorphologyResultVS,CR - Morphology result value set,"Value set of intermediate morphology evaluation result codes used in the Multiple Primary Tester check to determine whether to proceed to topography evaluation.","StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMultiplePrimaryTestVS,1.0.0,active,,CRMultiplePrimaryTestVS,CR - Multiple primary test value set,"Value set of result codes for the Multiple Primary Tester data quality check, determining whether tumours are duplicate registrations, distinct multiple primaries, or have unknown topography.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRMultiplePrimaryTestVS,0.1.0,active,,CRMultiplePrimaryTestVS,CR - Multiple primary test value set,"Value set of result codes for the Multiple Primary Tester data quality check, determining whether tumours are duplicate registrations, distinct multiple primaries, or have unknown topography.","StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRPlaceholderSourceTypeVS,1.0.0,active,,CRPlaceholderSourceTypeVS,CR - Placeholder: Source type value set,"Value set of placeholder source type codes for the Source stage. These values must be customised prior to implementation to reflect local source types (e.g. hospital records, pathology reports, death certificates).",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRPlaceholderSourceTypeVS,0.1.0,active,,CRPlaceholderSourceTypeVS,CR - Placeholder: Source type value set,"Value set of placeholder source type codes for the Source stage. These values must be customised prior to implementation to reflect local source types (e.g. hospital records, pathology reports, death certificates).","StructureDefinition/Source,StructureDefinition/cr-source-type-observation","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRSexVS,0.1.0,active,,CRSexVS,CR - Sex value set,"Value set of sex codes aligned with the CanReg5 sex dictionary. These numeric codes are referenced in multiple data quality checks including Sex-Topography and Sex-Morphology checks.","StructureDefinition/CancerRegistry","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRSiteVS,1.0.0,active,,CRSiteVS,CR - Site value set,"Value set of anatomical site codes used to filter topography values in a dependent dropdown list for simplified data entry.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRSiteVS,0.1.0,active,,CRSiteVS,CR - Site value set,"Value set of anatomical site codes used to filter topography values in a dependent dropdown list for simplified data entry.","StructureDefinition/cr-site-observation,StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTopographyGroupVS,1.0.0,active,,CRTopographyGroupVS,CR - Topography Group value set,"Value set of topography group codes used in the Multiple Primary Tester data quality check, derived from the CanReg5 DefaultMultiplePrimaryTester mapping logic.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTopographyGroupVS,0.1.0,active,,CRTopographyGroupVS,CR - Topography Group value set,"Value set of topography group codes used in the Multiple Primary Tester data quality check, derived from the CanReg5 DefaultMultiplePrimaryTester mapping logic.","StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTopographyMorphologyKeyVS,1.0.0,active,,CRTopographyMorphologyKeyVS,CR - Topography Morphology key value set,"Value set of keys used in the Topography-Morphology data quality check. NA (*) means accepted with any topography; Plus (+) means checked against the MUST list; Minus (-) means checked against the MUST-NOT list.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTopographyMorphologyKeyVS,0.1.0,active,,CRTopographyMorphologyKeyVS,CR - Topography Morphology key value set,"Value set of keys used in the Topography-Morphology data quality check. NA (*) means accepted with any topography; Plus (+) means checked against the MUST list; Minus (-) means checked against the MUST-NOT list.","StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTopographyVS,1.0.0,active,,CRTopographyVS,CR - Topography value set,"Value set of ICD-O-3 topography codes mapped from the CanReg5 topography dictionary, representing anatomical sites of tumour origin.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTopographyVS,0.1.0,active,,CRTopographyVS,CR - Topography value set,"Value set of ICD-O-3 topography codes mapped from the CanReg5 topography dictionary, representing anatomical sites of tumour origin.","StructureDefinition/cr-topography-observation,StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTumorNumberVS,1.0.0,active,,CRTumorNumberVS,CR - Tumor number value set,"Value set of tumor number identifiers. Combined with the Patient ID, the Tumor Number forms the Tumor ID composite identifier that uniquely identifies a tumor record within the system.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTumorNumberVS,1.0.0,active,,CRTumorNumberVS,CR - Tumor number value set,"Value set of tumor number identifiers. Combined with the Patient ID, the Tumor Number forms the Tumor ID composite identifier that uniquely identifies a tumor record within the system.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRTumorNumberVS,0.1.0,active,,CRTumorNumberVS,CR - Tumor number value set,"Value set of tumor number identifiers. Combined with the Patient ID, the Tumor Number forms the Tumor ID composite identifier that uniquely identifies a tumor record within the system.","StructureDefinition/cr-tumor-number-observation,StructureDefinition/cr-source-tumor-number-observation,StructureDefinition/Source,StructureDefinition/Tumor","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRVitalStatusVS,1.0.0,active,,CRVitalStatusVS,CR - Vital status value set,"Value set of vital status codes used in the Follow-up stage to record the current status of the registered patient.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/CRVitalStatusVS,0.1.0,active,,CRVitalStatusVS,CR - Vital status value set,"Value set of vital status codes used in the Follow-up stage to record the current status of the registered patient.","StructureDefinition/FollowUp,StructureDefinition/cr-vital-status-observation","Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/cr-encounter-type-vs,0.1.0,draft,,CREncounterTypeVS,Cancer Registry Encounter Types Value Set,"Value set of encounter types for cancer registration stages.",,"Internal"
https://dhis2.org/fhir/cancer-registry/ValueSet/cr-observation-codes-vs,0.1.0,draft,,CRObservationCodesVS,Cancer Registry Observation Codes Value Set,"Value set containing all cancer-registry-specific observation type codes.",,"Internal"
